Category,Price,Rating,Discount,Stock,In_Stock
ELECTRONICS,9264.62,4.12,12.62,Out of Stock,0
CLOTHING,1784.92,4.13,22.59,In Stock,1
CLOTHING,2603.27,4.03,36.4,In Stock,1
FOOD,419.74,4.77,7.56,In Stock,1
ELECTRONICS,6905.74,4.11,9.85,In Stock,1
ELECTRONICS,9446.07,2.39,7.39,Out of Stock,0
FURNITURE,13664.83,2.63,7.74,Out of Stock,0
ELECTRONICS,6663.82,2.11,13.12,In Stock,1
CLOTHING,799.6,3.46,40.06,In Stock,1
FURNITURE,5288.98,3.43,9.04,Out of Stock,0
ELECTRONICS,5922.68,2.09,8.18,In Stock,1
ELECTRONICS,8496.21,3.55,10.64,Out of Stock,0
CLOTHING,2421.03,4.27,32.8,In Stock,1
CLOTHING,2467.48,3.0,44.66,In Stock,1
FOOD,511.18,4.64,16.39,In Stock,1
FURNITURE,5621.26,2.9,12.23,Out of Stock,0
ELECTRONICS,8487.5,2.9,16.72,In Stock,1
FOOD,558.55,4.37,6.51,In Stock,1
FOOD,788.19,4.68,23.67,In Stock,1
ELECTRONICS,6651.08,3.14,2.74,Out of Stock,0
FOOD,453.86,3.96,16.59,In Stock,1
CLOTHING,2121.8,3.17,27.43,In Stock,1
CLOTHING,2689.13,2.33,40.63,In Stock,1
ELECTRONICS,5853.77,1.15,3.71,Out of Stock,0
ELECTRONICS,2412.61,3.22,44.26,In Stock,1
CLOTHING,1811.77,2.07,37.25,In Stock,1
FURNITURE,4322.79,3.76,2.52,In Stock,1
ELECTRONICS,6727.23,4.05,19.08,In Stock,1
CLOTHING,1428.58,4.49,13.59,In Stock,1
CLOTHING,2517.95,3.97,13.67,In Stock,1
FOOD,276.88,3.26,11.49,In Stock,1
FOOD,202.74,3.96,29.84,In Stock,1
FOOD,59.01,4.08,17.21,In Stock,1
FURNITURE,13970.51,2.77,8.16,Out of Stock,0
FURNITURE,8659.83,1.94,0.84,Out of Stock,0
CLOTHING,1521.64,2.16,29.77,In Stock,1
FOOD,280.47,4.07,4.03,Out of Stock,0
FURNITURE,14191.56,4.13,2.85,Out of Stock,0
FURNITURE,7121.33,3.15,1.44,Out of Stock,0
FURNITURE,7254.81,1.88,13.73,Out of Stock,0
CLOTHING,2631.28,3.74,28.42,In Stock,1
ELECTRONICS,9653.63,4.73,19.39,In Stock,1
CLOTHING,813.45,2.48,35.45,In Stock,1
FOOD,419.74,3.04,1.86,In Stock,1
CLOTHING,2720.2,4.61,21.08,In Stock,1
CLOTHING,2727.63,3.78,41.27,In Stock,1
FURNITURE,8129.17,1.4,6.51,Out of Stock,0
CLOTHING,1643.25,3.65,9.75,In Stock,1
FURNITURE,14896.82,1.85,2.98,Out of Stock,0
CLOTHING,1817.01,3.61,24.79,In Stock,1
CLOTHING,2429.73,3.55,32.44,In Stock,1
CLOTHING,2309.37,2.08,30.68,In Stock,1
FURNITURE,13610.33,1.06,6.08,Out of Stock,0
ELECTRONICS,9631.14,3.03,9.17,Out of Stock,0
ELECTRONICS,9907.71,1.8,1.31,Out of Stock,0
FURNITURE,13313.07,4.04,7.08,Out of Stock,0
ELECTRONICS,7571.04,4.34,14.77,In Stock,1
FOOD,248.86,3.03,14.39,In Stock,1
FOOD,694.18,4.79,28.69,In Stock,1
CLOTHING,2698.91,3.74,25.01,In Stock,1
FOOD,631.14,4.48,16.14,In Stock,1
ELECTRONICS,5436.64,4.7,9.11,Out of Stock,0
FOOD,322.5,4.26,20.22,In Stock,1
CLOTHING,1026.72,4.51,18.05,In Stock,1
FOOD,190.01,3.81,21.92,In Stock,1
ELECTRONICS,7251.75,4.24,18.81,In Stock,1
FOOD,155.45,3.14,16.73,In Stock,1
ELECTRONICS,6451.49,4.31,13.44,In Stock,1
CLOTHING,1787.38,2.76,26.86,In Stock,1
ELECTRONICS,7506.2,1.96,11.8,Out of Stock,0
ELECTRONICS,7216.43,2.79,7.25,Out of Stock,0
FURNITURE,3203.15,2.83,5.03,Out of Stock,0
ELECTRONICS,503.3,2.92,17.54,In Stock,1
FURNITURE,7721.38,2.75,7.62,Out of Stock,0
FURNITURE,11309.28,3.21,12.06,Out of Stock,0
FOOD,389.01,4.04,24.31,In Stock,1
ELECTRONICS,7138.51,3.03,8.69,In Stock,1
CLOTHING,1544.34,4.28,12.23,In Stock,1
FURNITURE,7063.03,1.78,5.39,Out of Stock,0
CLOTHING,1075.94,3.74,40.92,In Stock,1
ELECTRONICS,8933.07,2.46,19.78,In Stock,1
FOOD,495.39,3.8,25.07,In Stock,1
FURNITURE,11758.49,3.62,2.94,Out of Stock,0
FURNITURE,8619.89,4.02,7.56,Out of Stock,0
ELECTRONICS,8417.26,3.35,16.85,Out of Stock,0
FOOD,263.42,4.15,3.7,In Stock,1
ELECTRONICS,7251.75,3.93,0.86,Out of Stock,0
ELECTRONICS,8378.95,2.66,2.48,Out of Stock,0
FURNITURE,8038.89,1.68,6.23,Out of Stock,0
ELECTRONICS,6921.7,3.95,15.48,In Stock,1
CLOTHING,1787.38,2.07,46.9,In Stock,1
ELECTRONICS,8431.17,1.14,16.38,Out of Stock,0
FURNITURE,5403.19,2.75,12.23,Out of Stock,0
FURNITURE,8038.07,4.11,6.56,Out of Stock,0
FOOD,106.51,4.89,27.62,In Stock,1
FURNITURE,11213.19,2.64,1.39,Out of Stock,0
ELECTRONICS,8953.74,1.3,1.37,Out of Stock,0
CLOTHING,1843.46,2.48,5.35,Out of Stock,0
CLOTHING,1557.78,2.41,12.22,In Stock,1
ELECTRONICS,7251.75,1.82,14.31,Out of Stock,0
CLOTHING,2522.32,3.36,27.79,In Stock,1
FURNITURE,3391.86,1.24,3.86,Out of Stock,0
ELECTRONICS,7719.49,3.96,12.1,In Stock,1
CLOTHING,1480.32,2.35,40.13,In Stock,1
ELECTRONICS,6818.93,3.94,10.26,In Stock,1
ELECTRONICS,8693.31,4.63,18.42,In Stock,1
FURNITURE,9421.28,2.79,3.99,Out of Stock,0
CLOTHING,2839.5,3.37,10.74,In Stock,1
CLOTHING,1581.76,2.38,27.61,In Stock,1
FURNITURE,9735.31,2.18,1.07,Out of Stock,0
ELECTRONICS,9717.52,4.09,16.78,Out of Stock,0
CLOTHING,1417.17,4.28,26.84,In Stock,1
CLOTHING,1002.71,2.37,20.53,Out of Stock,0
FOOD,153.16,5.0,1.48,In Stock,1
FURNITURE,8293.72,2.58,4.51,Out of Stock,0
FURNITURE,9856.22,1.52,11.76,Out of Stock,0
CLOTHING,1331.12,3.77,37.2,In Stock,1
FURNITURE,13668.51,3.93,9.12,Out of Stock,0
ELECTRONICS,6941.97,3.01,15.37,In Stock,1
ELECTRONICS,9387.73,1.42,7.7,Out of Stock,0
ELECTRONICS,8880.58,2.73,6.64,Out of Stock,0
ELECTRONICS,1528.31,3.81,49.99,In Stock,1
FOOD,419.74,3.42,4.89,In Stock,1
FOOD,81.76,4.12,16.34,In Stock,1
FURNITURE,5462.81,3.43,11.12,Out of Stock,0
FOOD,244.32,3.69,29.71,Out of Stock,0
FOOD,330.7,4.52,13.58,In Stock,1
ELECTRONICS,7251.75,4.08,13.36,In Stock,1
ELECTRONICS,9273.89,4.76,11.6,In Stock,1
FOOD,228.1,3.8,22.75,In Stock,1
CLOTHING,2127.21,2.53,7.31,In Stock,1
FURNITURE,11195.54,1.88,7.5,Out of Stock,0
ELECTRONICS,8733.73,3.25,1.67,In Stock,1
ELECTRONICS,5927.9,1.88,5.16,In Stock,1
CLOTHING,1913.51,3.51,14.14,In Stock,1
ELECTRONICS,5337.77,1.69,19.69,Out of Stock,0
ELECTRONICS,7342.73,4.47,16.98,In Stock,1
FOOD,433.64,4.41,5.78,In Stock,1
ELECTRONICS,8441.98,2.09,16.64,Out of Stock,0
FOOD,112.79,4.55,3.0,In Stock,1
CLOTHING,2702.97,2.91,34.45,In Stock,1
ELECTRONICS,7437.51,2.47,12.91,Out of Stock,0
CLOTHING,2868.81,3.46,46.35,In Stock,1
FURNITURE,10308.98,3.83,5.76,In Stock,1
CLOTHING,1679.61,4.61,23.67,Out of Stock,0
FURNITURE,9415.91,1.07,2.38,Out of Stock,0
ELECTRONICS,7251.75,3.87,11.65,In Stock,1
FURNITURE,4719.72,2.56,5.33,Out of Stock,0
ELECTRONICS,7478.31,4.48,15.52,Out of Stock,0
FOOD,112.99,4.78,14.15,In Stock,1
FOOD,607.9,3.28,20.12,In Stock,1
FURNITURE,5835.91,2.53,0.25,Out of Stock,0
CLOTHING,879.03,2.28,15.79,In Stock,1
ELECTRONICS,5500.09,3.77,0.58,Out of Stock,0
ELECTRONICS,8088.7,3.03,18.9,Out of Stock,0
FURNITURE,14197.13,1.79,9.22,Out of Stock,0
FOOD,71.0,4.86,15.69,In Stock,1
FURNITURE,3518.68,2.2,1.15,In Stock,1
ELECTRONICS,6964.72,3.68,9.4,In Stock,1
CLOTHING,1459.31,2.36,16.02,In Stock,1
ELECTRONICS,5500.72,4.23,2.7,In Stock,1
FURNITURE,10144.48,2.2,3.39,Out of Stock,0
FOOD,529.6,3.91,12.0,In Stock,1
FURNITURE,10114.22,2.72,4.55,Out of Stock,0
CLOTHING,1897.65,4.01,6.2,In Stock,1
FOOD,419.74,3.12,5.59,In Stock,1
FOOD,470.38,4.73,26.48,In Stock,1
CLOTHING,674.86,3.26,31.24,In Stock,1
FURNITURE,4764.84,3.68,11.16,Out of Stock,0
FURNITURE,8628.3,1.03,3.25,Out of Stock,0
FURNITURE,12926.24,3.35,13.42,Out of Stock,0
FOOD,92.88,4.19,17.07,In Stock,1
CLOTHING,589.19,3.54,32.43,In Stock,1
CLOTHING,978.23,2.82,33.82,In Stock,1
FURNITURE,8619.61,4.0,5.14,Out of Stock,0
ELECTRONICS,6333.3,4.94,18.22,In Stock,1
FOOD,71.74,4.54,3.31,In Stock,1
FOOD,70.61,3.55,8.08,In Stock,1
FOOD,664.49,4.42,29.45,In Stock,1
FURNITURE,11538.15,2.46,10.48,Out of Stock,0
CLOTHING,2998.65,4.13,39.28,In Stock,1
CLOTHING,2845.91,2.34,36.72,In Stock,1
ELECTRONICS,9254.03,4.82,4.22,Out of Stock,0
CLOTHING,1759.82,4.04,16.14,In Stock,1
CLOTHING,2001.18,2.77,20.01,In Stock,1
CLOTHING,1603.8,3.59,25.22,In Stock,1
FURNITURE,8918.35,2.05,2.38,Out of Stock,0
FURNITURE,3568.2,1.69,8.73,Out of Stock,0
ELECTRONICS,8930.58,1.68,2.17,Out of Stock,0
CLOTHING,2373.23,2.92,47.82,In Stock,1
FURNITURE,11571.82,2.14,4.34,Out of Stock,0
ELECTRONICS,7618.49,1.32,2.35,Out of Stock,0
ELECTRONICS,5879.29,4.1,10.28,In Stock,1
ELECTRONICS,5052.84,3.69,8.47,Out of Stock,0
FOOD,433.14,3.43,16.55,In Stock,1
ELECTRONICS,9895.77,1.29,5.68,Out of Stock,0
FURNITURE,5915.97,1.87,5.68,Out of Stock,0
CLOTHING,2545.27,4.74,14.1,In Stock,1
FOOD,457.21,4.27,15.65,In Stock,1
ELECTRONICS,7251.75,1.77,9.76,Out of Stock,0
CLOTHING,1503.04,4.39,39.36,In Stock,1
FOOD,150.5,3.18,27.24,In Stock,1
FURNITURE,9426.1,4.0,0.87,Out of Stock,0
FURNITURE,9318.19,2.89,12.91,Out of Stock,0
FOOD,123.21,3.48,12.2,In Stock,1
FURNITURE,13390.1,4.29,14.89,Out of Stock,0
FURNITURE,14510.32,1.02,0.72,Out of Stock,0
FURNITURE,4771.28,2.75,12.45,Out of Stock,0
ELECTRONICS,9463.28,1.75,12.39,Out of Stock,0
ELECTRONICS,9586.81,2.85,2.07,Out of Stock,0
ELECTRONICS,7289.07,2.5,11.55,Out of Stock,0
FOOD,378.99,3.03,29.82,In Stock,1
CLOTHING,1858.85,3.42,47.96,In Stock,1
CLOTHING,889.65,2.57,41.36,Out of Stock,0
FURNITURE,6129.97,3.8,4.07,Out of Stock,0
FURNITURE,8628.3,2.75,2.95,Out of Stock,0
FURNITURE,12094.16,3.24,13.85,In Stock,1
CLOTHING,2457.47,2.54,41.01,In Stock,1
FOOD,531.3,4.34,24.97,In Stock,1
CLOTHING,1934.56,3.46,33.65,Out of Stock,0
ELECTRONICS,6489.79,1.73,12.33,Out of Stock,0
ELECTRONICS,6169.24,1.32,0.01,Out of Stock,0
CLOTHING,2020.8,3.09,38.85,In Stock,1
CLOTHING,1437.94,3.46,23.32,In Stock,1
FURNITURE,10806.9,2.25,14.46,Out of Stock,0
ELECTRONICS,9680.73,4.39,18.41,Out of Stock,0
FOOD,386.85,4.07,22.26,In Stock,1
FOOD,572.11,4.78,21.49,In Stock,1
CLOTHING,2994.71,3.05,42.48,In Stock,1
CLOTHING,1787.38,4.07,19.66,In Stock,1
CLOTHING,2464.0,4.7,14.83,In Stock,1
FOOD,519.12,3.78,29.69,In Stock,1
CLOTHING,1697.08,2.68,22.18,In Stock,1
ELECTRONICS,7251.75,1.3,12.07,Out of Stock,0
ELECTRONICS,9656.12,4.4,1.35,In Stock,1
ELECTRONICS,795.04,4.4,4.87,In Stock,1
FURNITURE,3148.99,1.6,12.57,Out of Stock,0
CLOTHING,554.1,2.7,39.08,In Stock,1
FOOD,489.58,4.57,22.38,Out of Stock,0
ELECTRONICS,87.95,4.79,6.81,In Stock,1
FURNITURE,9640.71,3.26,2.53,Out of Stock,0
FURNITURE,14714.78,2.71,0.86,Out of Stock,0
FOOD,752.95,3.96,20.98,In Stock,1
FOOD,443.88,4.67,0.99,In Stock,1
FURNITURE,6220.54,2.64,1.15,Out of Stock,0
CLOTHING,2264.77,3.18,17.27,In Stock,1
CLOTHING,508.45,4.16,42.52,In Stock,1
ELECTRONICS,6975.2,3.26,4.55,In Stock,1
FURNITURE,10466.37,1.04,7.33,In Stock,1
FURNITURE,10730.47,4.21,5.72,Out of Stock,0
ELECTRONICS,8825.95,3.39,18.54,Out of Stock,0
FOOD,348.78,3.64,26.61,In Stock,1
CLOTHING,623.11,2.41,8.71,In Stock,1
ELECTRONICS,9215.55,1.04,17.23,Out of Stock,0
FURNITURE,8415.21,1.01,6.02,Out of Stock,0
ELECTRONICS,5934.0,3.5,13.59,In Stock,1
ELECTRONICS,7437.64,1.16,13.12,Out of Stock,0
FOOD,681.53,4.44,24.9,In Stock,1
FOOD,200.38,4.78,9.67,In Stock,1
ELECTRONICS,5067.02,4.37,18.84,In Stock,1
FOOD,541.67,3.46,7.55,In Stock,1
FOOD,399.94,4.8,4.49,In Stock,1
ELECTRONICS,9129.87,2.17,16.17,In Stock,1
ELECTRONICS,9601.36,2.71,7.3,Out of Stock,0
FOOD,651.67,4.06,20.53,In Stock,1
CLOTHING,2057.07,2.46,43.02,Out of Stock,0
FURNITURE,5349.3,4.26,3.76,In Stock,1
FURNITURE,11806.57,2.0,4.77,Out of Stock,0
FURNITURE,6720.02,3.62,8.35,Out of Stock,0
CLOTHING,2707.38,2.92,36.14,In Stock,1
ELECTRONICS,12035.38,1.53,6.01,Out of Stock,0
CLOTHING,1707.04,3.07,19.5,In Stock,1
CLOTHING,2216.05,2.65,36.92,In Stock,1
ELECTRONICS,9675.22,3.26,12.23,Out of Stock,0
ELECTRONICS,5344.66,4.46,5.71,In Stock,1
FOOD,511.29,4.96,17.87,In Stock,1
CLOTHING,2311.77,3.46,7.72,Out of Stock,0
ELECTRONICS,8988.0,1.14,14.01,Out of Stock,0
FOOD,67.19,4.72,4.73,In Stock,1
CLOTHING,1785.68,3.79,25.59,In Stock,1
FOOD,419.74,3.94,9.34,In Stock,1
CLOTHING,1595.31,3.08,30.48,In Stock,1
FURNITURE,5855.09,4.46,12.23,Out of Stock,0
FURNITURE,8628.3,2.67,13.0,Out of Stock,0
CLOTHING,554.52,4.04,29.66,In Stock,1
CLOTHING,923.89,4.45,21.6,In Stock,1
CLOTHING,1234.51,4.48,33.73,In Stock,1
FURNITURE,13779.11,3.2,11.11,Out of Stock,0
CLOTHING,2591.11,2.16,39.92,In Stock,1
ELECTRONICS,8068.53,1.28,10.17,Out of Stock,0
ELECTRONICS,5412.29,3.94,10.93,Out of Stock,0
CLOTHING,2883.93,2.55,32.27,In Stock,1
CLOTHING,1787.38,3.84,37.52,In Stock,1
FURNITURE,11667.65,3.85,12.8,Out of Stock,0
ELECTRONICS,5386.36,2.37,13.74,Out of Stock,0
ELECTRONICS,1746.47,2.57,12.23,Out of Stock,0
FURNITURE,7889.23,2.37,12.15,Out of Stock,0
FURNITURE,7891.18,1.09,0.87,Out of Stock,0
CLOTHING,2640.61,4.88,35.98,Out of Stock,0
CLOTHING,1410.92,4.82,34.83,In Stock,1
CLOTHING,2610.83,4.3,22.06,In Stock,1
FURNITURE,8744.43,1.65,4.38,Out of Stock,0
ELECTRONICS,8890.63,4.58,14.49,In Stock,1
FURNITURE,8582.08,1.3,0.85,Out of Stock,0
FOOD,330.74,3.93,12.23,In Stock,1
FOOD,54.87,4.98,10.92,Out of Stock,0
ELECTRONICS,9240.47,3.14,2.61,Out of Stock,0
CLOTHING,2493.91,4.13,28.73,In Stock,1
CLOTHING,1786.38,2.26,34.51,In Stock,1
ELECTRONICS,7251.75,3.03,5.27,Out of Stock,0
FOOD,726.73,3.57,19.62,In Stock,1
FURNITURE,9417.82,3.09,12.23,In Stock,1
FOOD,274.99,3.1,22.33,In Stock,1
FOOD,609.57,4.34,19.31,In Stock,1
ELECTRONICS,6218.59,1.09,16.17,Out of Stock,0
CLOTHING,1727.85,2.92,9.59,In Stock,1
ELECTRONICS,5313.61,2.4,16.09,In Stock,1
FOOD,739.04,4.79,27.6,In Stock,1
FURNITURE,13892.7,2.85,3.29,Out of Stock,0
FOOD,648.53,3.43,8.02,In Stock,1
ELECTRONICS,6166.27,3.06,6.44,Out of Stock,0
CLOTHING,885.39,3.36,44.33,In Stock,1
FOOD,477.91,4.76,5.88,In Stock,1
CLOTHING,917.43,3.73,25.85,Out of Stock,0
FURNITURE,10922.07,2.75,11.27,Out of Stock,0
FURNITURE,14307.13,2.39,3.1,Out of Stock,0
FOOD,463.18,3.22,8.67,In Stock,1
CLOTHING,1019.72,3.19,10.0,In Stock,1
CLOTHING,579.6,3.97,32.46,Out of Stock,0
ELECTRONICS,8541.79,3.64,2.29,Out of Stock,0
CLOTHING,1227.7,2.39,42.93,In Stock,1
CLOTHING,2367.26,2.6,20.36,In Stock,1
FOOD,774.96,4.19,24.03,In Stock,1
FOOD,248.44,3.42,23.52,In Stock,1
ELECTRONICS,8429.36,3.72,11.05,Out of Stock,0
ELECTRONICS,1908.95,4.21,17.15,In Stock,1
ELECTRONICS,6763.84,4.49,6.18,In Stock,1
ELECTRONICS,7731.55,3.81,20.0,In Stock,1
FURNITURE,8223.5,2.5,12.64,Out of Stock,0
ELECTRONICS,9027.52,3.92,9.26,In Stock,1
CLOTHING,1309.85,3.83,44.43,In Stock,1
ELECTRONICS,9418.89,1.43,8.57,Out of Stock,0
FURNITURE,8576.66,4.42,10.17,Out of Stock,0
FOOD,355.43,3.05,16.96,In Stock,1
ELECTRONICS,5480.38,4.34,15.05,In Stock,1
FOOD,395.38,3.86,26.92,In Stock,1
FOOD,266.34,3.5,28.18,In Stock,1
ELECTRONICS,12710.95,3.87,2.93,Out of Stock,0
ELECTRONICS,5716.48,1.1,4.74,Out of Stock,0
FURNITURE,12290.29,1.84,10.94,Out of Stock,0
FURNITURE,6022.9,2.38,14.75,Out of Stock,0
FURNITURE,5937.74,2.32,4.52,Out of Stock,0
FOOD,132.22,3.96,11.36,In Stock,1
ELECTRONICS,571.17,4.64,16.33,In Stock,1
CLOTHING,580.49,3.86,7.49,In Stock,1
FURNITURE,10396.28,3.4,2.97,Out of Stock,0
FOOD,664.51,4.82,24.39,In Stock,1
FOOD,278.83,4.17,27.44,In Stock,1
CLOTHING,1301.66,4.46,5.43,In Stock,1
FOOD,52.74,4.52,22.84,In Stock,1
FURNITURE,12467.73,4.26,1.77,Out of Stock,0
ELECTRONICS,6159.92,4.61,12.23,In Stock,1
FURNITURE,11186.75,2.86,1.25,Out of Stock,0
FOOD,263.95,4.04,25.57,In Stock,1
FURNITURE,8628.3,3.18,7.44,Out of Stock,0
CLOTHING,1246.71,2.36,23.41,In Stock,1
CLOTHING,571.3,2.63,24.46,In Stock,1
ELECTRONICS,8023.26,1.16,8.84,Out of Stock,0
CLOTHING,1874.21,2.23,47.44,In Stock,1
FURNITURE,4192.59,3.99,0.0,In Stock,1
CLOTHING,2705.7,2.06,39.1,In Stock,1
FOOD,321.27,4.48,12.05,In Stock,1
CLOTHING,677.27,4.3,8.21,In Stock,1
FOOD,741.59,3.1,14.38,In Stock,1
CLOTHING,1787.38,3.46,14.78,In Stock,1
ELECTRONICS,8795.45,4.14,18.45,In Stock,1
CLOTHING,1440.41,3.52,21.34,In Stock,1
ELECTRONICS,6285.41,4.0,6.79,Out of Stock,0
FURNITURE,8628.3,2.41,10.69,Out of Stock,0
FURNITURE,14013.55,3.33,7.07,In Stock,1
CLOTHING,2448.01,3.92,7.73,In Stock,1
FOOD,121.75,3.08,13.7,In Stock,1
CLOTHING,2564.63,2.94,22.29,In Stock,1
FOOD,732.11,4.67,19.95,In Stock,1
FURNITURE,6201.65,1.41,0.24,Out of Stock,0
FURNITURE,4284.13,2.75,8.28,Out of Stock,0
CLOTHING,660.0,2.41,13.15,In Stock,1
FURNITURE,10583.79,3.16,8.26,Out of Stock,0
CLOTHING,1126.25,3.11,9.35,In Stock,1
FURNITURE,5717.53,4.14,14.7,In Stock,1
ELECTRONICS,8238.3,4.67,12.85,Out of Stock,0
FOOD,74.9,4.99,2.97,Out of Stock,0
FOOD,561.98,3.96,11.76,In Stock,1
FOOD,534.45,3.87,7.52,In Stock,1
ELECTRONICS,6672.23,2.37,19.19,Out of Stock,0
FURNITURE,12583.36,2.6,3.0,Out of Stock,0
ELECTRONICS,9055.08,1.63,4.21,Out of Stock,0
FOOD,324.51,4.76,3.95,In Stock,1
ELECTRONICS,5611.17,2.98,5.53,Out of Stock,0
CLOTHING,1921.82,3.35,24.57,In Stock,1
FOOD,133.98,3.28,24.63,In Stock,1
CLOTHING,2714.71,2.7,10.11,In Stock,1
ELECTRONICS,5267.08,3.43,14.31,Out of Stock,0
ELECTRONICS,6864.05,3.72,14.26,In Stock,1
CLOTHING,2838.36,2.19,13.65,In Stock,1
FURNITURE,3822.31,4.04,11.89,In Stock,1
FURNITURE,9895.7,1.29,4.1,Out of Stock,0
ELECTRONICS,6488.6,3.24,5.16,Out of Stock,0
ELECTRONICS,682.4,4.19,18.46,In Stock,1
ELECTRONICS,7261.87,1.51,16.05,Out of Stock,0
ELECTRONICS,7827.66,4.61,9.91,In Stock,1
FOOD,756.07,4.78,17.29,In Stock,1
FOOD,750.42,3.65,10.97,In Stock,1
ELECTRONICS,5227.39,3.36,14.44,In Stock,1
ELECTRONICS,8867.6,1.6,12.23,Out of Stock,0
ELECTRONICS,5884.32,3.65,3.16,Out of Stock,0
FURNITURE,13849.96,2.75,4.37,Out of Stock,0
FURNITURE,13210.88,2.6,0.36,Out of Stock,0
ELECTRONICS,7472.93,1.34,19.71,Out of Stock,0
ELECTRONICS,7940.56,2.03,11.27,In Stock,1
FURNITURE,3922.41,2.75,13.88,Out of Stock,0
FURNITURE,13493.33,2.2,4.89,Out of Stock,0
CLOTHING,587.72,3.95,29.07,In Stock,1
ELECTRONICS,7296.73,4.63,3.36,In Stock,1
ELECTRONICS,5048.33,3.03,4.47,Out of Stock,0
FOOD,74.96,4.01,9.42,In Stock,1
CLOTHING,951.21,4.25,14.2,In Stock,1
ELECTRONICS,8438.03,2.4,10.24,Out of Stock,0
FOOD,750.4,3.07,15.01,In Stock,1
ELECTRONICS,9272.11,3.35,12.23,In Stock,1
FURNITURE,7772.17,3.38,13.36,In Stock,1
CLOTHING,602.67,2.21,19.63,In Stock,1
ELECTRONICS,6163.9,2.06,4.43,Out of Stock,0
FOOD,196.87,3.26,28.02,In Stock,1
CLOTHING,860.47,2.61,16.08,In Stock,1
FURNITURE,14196.18,3.64,11.85,Out of Stock,0
FOOD,128.57,4.67,12.25,In Stock,1
CLOTHING,1157.06,3.73,42.0,In Stock,1
FOOD,633.99,4.78,27.84,In Stock,1
CLOTHING,1095.31,3.27,5.66,In Stock,1
FURNITURE,13551.86,1.54,12.92,Out of Stock,0
CLOTHING,1323.47,3.1,6.76,In Stock,1
FOOD,295.16,4.78,0.77,In Stock,1
ELECTRONICS,7031.64,1.13,7.42,In Stock,1
CLOTHING,931.6,2.76,44.49,In Stock,1
FURNITURE,8232.59,2.75,8.84,Out of Stock,0
FURNITURE,4705.28,1.91,8.19,Out of Stock,0
ELECTRONICS,6187.62,3.72,9.83,Out of Stock,0
ELECTRONICS,7251.75,4.79,2.32,In Stock,1
FURNITURE,7015.98,2.12,2.27,Out of Stock,0
FURNITURE,12723.64,3.66,7.27,Out of Stock,0
ELECTRONICS,7688.85,1.24,12.23,Out of Stock,0
CLOTHING,2478.35,3.72,16.94,In Stock,1
CLOTHING,2168.87,3.46,29.52,In Stock,1
FURNITURE,8850.78,2.33,10.78,Out of Stock,0
ELECTRONICS,9419.38,1.02,18.67,Out of Stock,0
ELECTRONICS,7557.58,3.8,17.11,Out of Stock,0
FURNITURE,8605.24,3.92,2.66,In Stock,1
ELECTRONICS,5795.84,3.63,17.4,In Stock,1
CLOTHING,2731.07,3.93,28.65,In Stock,1
CLOTHING,1328.48,4.94,19.39,In Stock,1
ELECTRONICS,2360.47,3.6,32.38,In Stock,1
CLOTHING,1483.7,4.89,30.73,In Stock,1
FOOD,753.34,3.02,17.18,In Stock,1
ELECTRONICS,8585.93,3.98,18.1,In Stock,1
